Run.ID,Fuel,Fuel.DESCRIPTION,Technology,Technology.DESCRIPTION,Emission,Emission.DESCRIPTION,Year,RateOfDemand,Demand,NumberOfNewTechnologyUnits,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,RateOfActivity,RateOfTotalActivity,TotalTechnologyAnnualActivity,TotalAnnualTechnologyActivityByMode,TotalTechnologyModelPeriodActivity,RateOfProductionByTechnologyByMode,RateOfProductionByTechnology,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfProduction,Production,RateOfUseByTechnologyByMode,RateOfUseByTechnology,UseByTechnologyAnnual,UseByTechnology,UseAnnual,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,TotalCapacityInReserveMargin,DemandNeedingReserveMargin,TotalREProductionAnnual,RETotalProductionOfTargetFuelAnnual,AnnualTechnologyEmissionByMode,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,ModelPeriodEmissions
DDP50,,,Tierra_agropecuaria,,,,2062,,,,9.85665,9.85665,9.85665,9.85665,9.85665,9.85665,9.85665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2063,,,,9.85647,9.85647,9.85647,9.85647,9.85647,9.85647,9.85647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2064,,,,9.85553,9.85553,9.85553,9.85553,9.85553,9.85553,9.85553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2065,,,,9.85384,9.85384,9.85384,9.85384,9.85384,9.85384,9.85384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2066,,,,9.85139,9.85139,9.85139,9.85139,9.85139,9.85139,9.85139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2067,,,,9.84818,9.84818,9.84818,9.84818,9.84818,9.84818,9.84818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2068,,,,9.84424,9.84424,9.84424,9.84424,9.84424,9.84424,9.84424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2069,,,,9.83959,9.83959,9.83959,9.83959,9.83959,9.83959,9.83959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2070,,,,9.83421,9.83421,9.83421,9.83421,9.83421,9.83421,9.83421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Pastizales,,,,2018,,,,2.37584,2.37584,2.37584,2.37584,2.37584,2.37584,2.37584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
